"","atr01","atr02","atr03","gas01","gas02"
"TCF7",171,23,214,99,48
"TCF7L1",18,2,6,7,5
"TCF7L2",497,131,453,493,455
"TCFL5",55,9,47.77,53,25
"TCHH",1,0,0,1,1
"TCHHL1",0,0,0,0,0
"TCHP",144,64,117,97,49
"TCIRG1",146,42,130,105,161
"TCL1A",37,0,35,6,7
"TCL1B",3,0,1,0,1
"TCL6",3,0,7,2,4
"TCN1",1464,45,1252,487,299
"TCN2",58,9,31,35,37
"TCOF1",209,55,182,178,117
"TCONS_00029157",6,5,4,13,8
"TCP1",826.62,177.54,721.2,602.6,386.12
"TCP10",0,0,0,0,0
"TCP10L",3,0,2,4,1
"TCP10L2",0,0,0,0,0
"TCP11",1,0,1,1,0
"TCP11L1",91,26,56,93,46
"TCP11L2",161,68,210,232,122
"TCP11X2",1,2,5,3,0
"TCTA",162.96,31,131,131.37,95.02
"TCTE1",0,0,0,0,4
"TCTE3",0,1,3,1,0
"TCTEX1D1",0,0,1,0,0
"TCTEX1D2",2,1,21,4,0
"TCTEX1D4",4,2,2,0,0
"TCTN1",53,12,27,35,21
"TCTN2",61,10,74,49,30
"TCTN3",115,10,83,75,52
"TDG",260,66,219,194,157
"TDGF1",22.91,12.68,24.69,8.36,9.9
"TDGF1P3",9.52,2.33,3.43,3.59,6.3
"TDH",0,0,0,1,2
"TDO2",15,0,14,6,1
"TDP1",116,22,81,68,47
"TDP2",256,50,242,269,176
"TDRD1",7,10,0,4,0
"TDRD10",7,3,3,8,1
"TDRD12",0,0,0,0,0
"TDRD15",16,0,9,6,3
"TDRD3",212,107,162,228,151
"TDRD5",10,2,4,10,2
"TDRD6",66,1,37,29,27
"TDRD7",258,55,245,163,148
"TDRD9",8,10,9,2,3
"TDRG1",0,0,0,0,0
"TDRKH",86,8,80,48,51
"TDRP",34,16,29,25,17
"TEAD1",456,140,340,336,218
"TEAD2",35,25,34,34,30
"TEAD3",61,21,44,39,36
"TEAD4",9,3,5,5,6
"TEC",83,4,62,60,43
"TECPR1",112.4,53.01,77.02,64.89,77.5
"TECPR2",149,61,123,121,52
"TECR",134,41,123,111,111
"TECRL",0,0,2,0,0
"TECTA",8,3,6,4,2
"TECTB",0,0,0,0,4
"TEDDM1",3,1,4,3,8
"TEF",211,66,221,163,204
"TEFM",58,17,44,50,45
"TEK",127,25,57,85,20
"TEKT1",0,0,0,0,0
"TEKT2",0,1,1,3,0
"TEKT3",1,0,1,2,1
"TEKT4",5,0,7,4,0
"TEKT4P2",78,23,108,236,33
"TEKT5",2,1,0,2,0
"TELO2",17,5,16,11,10
"TEN1",17.23,3.18,38.19,16.97,13.37
"TEN1-CDK3",22.73,3.27,20.25,19.78,6.44
"TENM1",63,19,44,43,34
"TENM2",20,5,9,8,4
"TENM3",21,2,24,26,10
"TENM4",27,19,24,10,16
"TEP1",955.92,256,786.19,592.85,514.56
"TEPP",0,0,0,0,0
"TERC",10,4,16,15,18
"TERF1",321.8,115.3,278.91,305.51,233.65
"TERF2",175.95,52.36,106.54,93.4,84.92
"TERF2IP",375,64,336,251,242
"TERT",3,0,0,0,0
"TES",827.67,115.05,630.22,619.55,415.2
"TESC",169,50,221,141,127
"TESC-AS1",0,0,0,0,0
"TESK1",66,14,58,40,32
"TESK2",27,21,58,37,35
"TESPA1",102,9,71,40,19
"TET1",219,85,214,291,122
"TET2",1013,385.01,1173,946,700
"TET2-AS1",0,0,0,0,0
"TET3",484,144,406,385,348
"TEX10",153,24,124,92,63
"TEX101",0,0,0,0,0
"TEX11",5.24,0,4,1,2
"TEX12",2,1,2,0,0
"TEX13A",0,0,0,0,0
"TEX13B",0,1,0,0,1
"TEX14",4,1,2,3,4
"TEX15",7,0,5,0,3
"TEX19",1,0,0,0,0
"TEX2",272,130,244,285,191
"TEX21P",4,1,9,3,2
"TEX22",0,1,1,4,0
"TEX26",0,0,0,1,0
"TEX26-AS1",0,0,0,0,0
"TEX261",249,65,206,217,150
"TEX264",76,24,62,59,50
"TEX28",0,0,0,0,0
"TEX29",0,0,0,0,1
"TEX30",23,4,32,11,18
"TEX33",0,0,0,0,0
"TEX35",14,1,13,2,2
"TEX36",0,0,0,0,1
"TEX36-AS1",0,0,0,0,1
"TEX37",0,0,0,0,0
"TEX38",3,1,1,0,1
"TEX40",0,0,1,1,0
"TEX41",0,0,1,0,0
"TEX43",0,0,0,0,0
"TEX9",167,35,146,116,102
"TF",10,3,2,4,3
"TFAM",331,79,319,295,173
"TFAMP1",3,0,1,0,0
"TFAP2A",3,0,2,3,2
"TFAP2A-AS1",1,0,0,0,0
"TFAP2B",0,0,0,0,3
"TFAP2C",7,3,11,13,1
"TFAP2D",0,0,0,0,0
"TFAP2E",10,2,11,4,4
"TFAP4",20,7,21,25,11
"TFB1M",116.86,34.72,92.88,95.01,63.02
"TFB2M",92,10,69,74,59
"TFCP2",371,91,270,280,167
"TFCP2L1",694,283,842,868,793
"TFDP1",297,65,251,189,141
"TFDP2",264.68,136.72,216.02,314.76,217.13
"TFDP3",0,0,0,0,0
"TFE3",126,32,93,69,71
"TFEB",37,5,37,16,13
"TFEC",192,21,216,151,63
"TFF1",22903,3885,31736,20345,21561
"TFF2",7099,817,4606,5255,5909
"TFF3",3,0,3,1,1
"TFG",429,104,279,352,234
"TFIP11",163,49,211,157,106
"TFPI",176,35,165,186,85
"TFPI2",6,0,11,2,1
"TFPT",26.4,6,21.2,9.43,13
"TFR2",7,16,1,39,12
"TFRC",1061,201,795,706,600
"TG",10,1,5,2,5
"TGDS",130,29,103,103,49
"TGFA",155,51,215,202,132
"TGFA-IT1",3,3,0,0,0
"TGFB1",47,5,40,23,19
"TGFB1I1",26,1,13,20,12
"TGFB2",38,3.81,20,27.69,11.51
"TGFB2-AS1",0,0,0,0,0
"TGFB2-OT1",0,1.19,0,5.31,2.49
"TGFB3",48,29,41,53,44
"TGFBI",374,32,238,189,97
"TGFBR1",600,103,589,485,269
"TGFBR2",1441,227,925,1041,459
"TGFBR3",230,40,143,106,62
"TGFBR3L",0,0,0,0,0
"TGFBRAP1",277.69,155.72,323.32,357.45,253.3
"TGIF1",66,24,84,61,31
"TGIF2",112,29,101.91,67,62.77
"TGIF2-C20orf24",0,0,2.82,0,5.75
"TGIF2LX",0,0,0,0,0
"TGIF2LY",0,0,0,0,0
"TGM1",2,3,10,5,2
"TGM2",199,20,79,65,63
"TGM3",1,3,1,0,0
"TGM4",1,3,5,2,8
"TGM5",0,0,2,0,0
"TGM6",0,0,0,0,0
"TGM7",0,0,0,0,0
"TGOLN2",1884.29,444.01,1508,1456.04,1135.04
"TGS1",308,70,343.76,256.78,169
"TH",0,0,0,0,0
"TH2LCRR",8,0,5,7,1
"THADA",710,246,507,546,324
"THAP1",96,26,82,82,32
"THAP10",9,4,10,36,13
"THAP11",52,10,51,35,24
"THAP2",48,21,49,54,26
"THAP3",20.81,12.53,31,29.71,20
"THAP4",87,21,84,67,59
"THAP5",368.89,57,357,295.1,144.84
"THAP6",139.26,49.81,158.48,168,106.61
"THAP7",25,6,19,12,12
"THAP7-AS1",6.8,3.92,18,7.75,0
"THAP8",3,2,3,0,6
"THAP9",53,13,69,47,22
"THAP9-AS1",203,76,210,220,150
"THBD",191,10,186,153,21
"THBS1",776,24,387,340,69
"THBS2",32,6,18,8,8
"THBS3",80,35,70,58,52
"THBS4",14,0,3,3,2
"THCAT155",0,1,0,2,1
"THCAT158",0,0,0,0,0
"THEG",0,0,0,0,0
"THEG5",0,0,0,0,0
"THEGL",0,0,0,0,0
"THEM4",107.67,63,78.99,96,50.1
"THEM5",5,0,2,3,4
"THEM6",20,4,20,25,11
"THEMIS",114,22,84,51,60
"THEMIS2",173,17,128,104,66
"THG1L",45,13,60,35,26
"THNSL1",64,23,46,72.6,46
"THNSL2",18,9,2,9,13
"THOC1",240,80,274,180,142
"THOC2",967,335,938,727,590
"THOC3",215.13,18.12,150.08,60.52,56.79
"THOC5",160,60,210,166,119
"THOC6",33,5.38,18,22,12
"THOC7",299,50,319,257,253
"THOC7-AS1",19,6,5,11,8
"THOP1",26,15,29,21,30
"THPO",1,0,1,0,0
"THRA",136.98,56.22,164.62,130.78,125.86
"THRA1/BTR",11,7,12,3,10
"THRAP3",1031,289,1021,839,681
"THRB",131,92,101,251,136
"THRB-AS1",1,1,0,2,0
"THRIL",140.73,34.26,100.7,107.86,71.21
"THRSP",2,0,4,2,1
"THSD1",17.21,3,10.98,7.98,2
"THSD4",414,214,345,406,200
"THSD4-AS1",0,0,1,0,2
"THSD4-AS2",22.02,13,15,26,12
"THSD7A",39,15,26,37,11
"THSD7B",4,0,3,3,1
"THTPA",48,19,36,25,42
"THUMPD1",842,194,739,643,411
"THUMPD2",84,46,102,72,50
"THUMPD3",293.96,90,309,242,187
"THUMPD3-AS1",117,28,100,133,67
"THY1",75,5,56,35,13
"THYN1",132,32,149,102,81
"TIA1",554,208,502,569,302
"TIAF1",10.76,4.16,7.9,14.71,16.25
"TIAL1",624,173,524,548,337
"TIAM1",123,33,117,71,55
"TIAM2",63.14,36.28,58.12,80.99,53.98
"TICAM1",41,15,13,32,31
"TICAM2",40.57,0,87.43,55.94,63
"TICRR",62,15,42,34,38
"TIE1",26,9,10,9,13
"TIFA",198,40,144,160,96
"TIFAB",6,0,5,1,3
"TIGAR",148.1,21.07,130.06,69.16,58.68
"TIGD1",180,61.98,142,115,108
"TIGD2",89,30,60,58,57
"TIGD3",1,1,0,0,0
"TIGD4",11,4,10,5,6
"TIGD5",6,0,5,8,5
"TIGD6",42,14,50.06,52.06,27
"TIGD7",74,26,79,111,76
"TIGIT",69,8,95,43,42
"TIMD4",8,0,35,2,0
"TIMELESS",154.93,39,137,95,91
"TIMM10",55,11,32,22,30
"TIMM10B",303,86,317,247,128
"TIMM13",81,10,86,62,68
"TIMM17A",138,15,109,100,42
"TIMM17B",19,3,20,20,8
"TIMM21",53,32,55,56,66
"TIMM22",53,17,52,43,37
"TIMM23",134.01,28.53,111.85,86.09,65.72
"TIMM23B",134,50.47,87.16,104.92,66.84
"TIMM44",74,32,53,42,55
"TIMM50",77.51,14,53,32,53
"TIMM8A",19,4,23,11,11
"TIMM8B",64.4,16,87.03,50.82,36.12
"TIMM9",78,19,45,48,21
"TIMMDC1",367,60,326,230,175
"TIMP1",188,13,161,74,47
"TIMP2",647,98,329,411,336
"TIMP3",672,74,319,449,168
"TIMP4",3,0,1,4,6
"TINAG",0,0,0,0,0
"TINAGL1",133,29,113,106,111
"TINCR",3,1.02,1.02,1.64,6.15
"TINF2",184,38,182,164,80
"TIPARP",446,127.98,426.4,475.31,215
"TIPARP-AS1",0,1.02,5.6,3.69,1
"TIPIN",44,0,60,32,15
"TIPRL",304,52,296,249,168
"TIRAP",69,19,38,29,24
"TISP43",0,0,0,1,0
"TJAP1",71,30,74,51,32
"TJP1",1544,396,1112,1176,834
"TJP2",1139,358,1052,973,828
"TJP3",209,59,256,173,207
"TK1",67,10,52,23,50
"TK2",184,60,109,128,102
"TKFC",77,14,72,60,53
"TKT",308,52,319,212,240
"TKTL1",0,0,0,1,0
"TKTL2",1,0,0,0,1
"TLCD1",9,6,21,20,19
"TLCD2",393.95,121.77,244.75,273.94,312.33
"TLDC1",121.84,51.85,125.6,83.62,63.43
"TLDC2",31.36,14.21,29.33,16.36,13.21
"TLE1",146,45,115,146,93
"TLE2",34,13,23,12,24
"TLE3",345,65,299,228,191
"TLE4",465,123,437,461,273
"TLE6",4,1,5,2,5
"TLK1",1151,354,1132,1127,722
"TLK2",805,249,793,629,512
"TLL1",74,10,29,22,4
"TLL2",20,1,12,6,7
"TLN1",1840,357,1150,1086,923
"TLN2",634,254,641,507,406
"TLR1",172.87,22.75,251.92,164.77,66.04
"TLR10",261.14,20.73,329.39,66.67,34.21
"TLR2",84,16,78,54,53
"TLR3",142,43,293,220,261
"TLR4",251,48,254,181,89
"TLR5",68,16,48,70,29
"TLR6",252.73,26.84,252.23,126.68,68.31
"TLR7",139.62,18.43,129.66,86.59,72.65
"TLR8",77,6,93,48,43
"TLR8-AS1",0,0,0,0,0
"TLR9",23,0,18,4,5
"TLX1",0,0,3,2,4
"TLX1NB",0,3,2,0,0
"TLX2",0,0,2,0,0
"TLX3",0,0,0,0,0
"TM2D1",104,17,137,85,74
"TM2D2",228,48,179,186,147
"TM2D3",168,41,162,136,77
"TM4SF1",376,54,453,378,108
"TM4SF1-AS1",0,0,1,2,0
"TM4SF18",37,14,22,29,5
"TM4SF19",2,0,3,1,0
"TM4SF19-AS1",3,3,1.05,2,1
"TM4SF19-TCTEX1D2",0,1,0,0,0
"TM4SF20",3,3,7,7,9
"TM4SF4",31,12,30,14,5
"TM4SF5",30,2,13,15,13
"TM6SF1",21,6,21,17,7
"TM6SF2",19,4,31,20,17
"TM7SF2",16,35,21,61,42
"TM7SF3",543.92,92.14,427.79,406.93,184.32
"TM9SF1",191,38,178,153,124
"TM9SF2",2395,258,2657,1945,1428
"TM9SF3",6201,1174,6587,5801,4276
"TM9SF4",412,92,272,257,204
"TMA16",133,24,114,117,53
"TMA7",143,17,106,86,67
"TMBIM1",1290,278,1429,1156,1050
"TMBIM4",459.38,102,678,520.01,346.55
"TMBIM6",3695,1111,2995,3201,2325
"TMC1",0,0,1,2,0
"TMC2",0,0,0,1,0
"TMC3",2,1,4,3,3
"TMC3-AS1",11,1,12,13,6
"TMC4",130,46,166,111,116
"TMC5",1444.61,301.16,1398.43,945.49,638.74
"TMC6",144,17,100,52,34
"TMC7",66.08,29.77,65.98,52.75,28.35
"TMC8",111,15,135,49,43
"TMCC1",252,53,236,193,111
"TMCC1-AS1",109,40.91,73.6,109.06,41.02
"TMCC2",10,0,7,5,2
"TMCC3",241,78,257,299,177
"TMCO1",803,186,900,699,536
"TMCO2",0,0,0,0,0
"TMCO3",569,113,589,489,391
"TMCO4",115,42,113,118,101
"TMCO5A",0,2,1,2,11
"TMCO5B",0,0,0,0,0
"TMCO6",41,18,26,22,32
"TMED1",41,11,38,31,25
"TMED10",3066.52,389.05,2425.39,2225,1500.05
"TMED10P1",62,23,86,77,55
"TMED11P",0,0,0,0,1
"TMED2",2039,425,1710,1733,1164
"TMED3",242,50,219,158,163
"TMED4",404.07,92.78,369.86,390.23,259.37
"TMED5",830,130,831,793,514
"TMED6",22,67,9,64,35
"TMED7",1345.26,161.31,1348.36,1194.52,795
"TMED7-TICAM2",52.16,22.69,27.2,38.54,0
"TMED8",44,8,45,34,22
"TMED9",463,63,246,272,253
"TMEFF1",0,0,0,0,4
"TMEFF2",3,2,2,2,2
"TMEM100",25,5,30,26,7
"TMEM101",58,8,58,48,32
"TMEM102",12,2,17,10,12
"TMEM104",60,5,35,36,19
"TMEM105",0,2,0.88,1.25,1.05
"TMEM106A",161.9,30.41,144.62,121.1,116.99
"TMEM106B",616,120,672,692,341
"TMEM106C",115,22,164,77,121
"TMEM107",32,4,29,21,24
"TMEM108",16,1,9,8,9
"TMEM108-AS1",6,0,1,10,3
"TMEM109",133,30,81,82,57
"TMEM11",57,13,69,36,26
"TMEM110",155,49,112,92,58
"TMEM110-MUSTN1",0,0,0,0,0
"TMEM114",0,0,0,0,0
"TMEM115",80,21,68,63,43
"TMEM116",44,40,115,96,76
"TMEM117",61,15,82,59,41
"TMEM119",100,10,54,51,20
"TMEM120A",48,15,42,37,32
"TMEM120B",112.21,34.87,77.31,75.01,53.46
"TMEM121",1,0,4,3,1
"TMEM123",2575,415,2419,2184,1358
"TMEM125",60,12,48,37,48
"TMEM126A",26,8,30,51,25
"TMEM126B",101,25,143,138,66
"TMEM127",493.63,94,409.01,307.23,273.93
"TMEM128",63,17,50,34,33
"TMEM129",49,5,45,35,32
"TMEM130",5.1,3,1,2.01,4.7
"TMEM131",1498,360,1460,1346,853
"TMEM132A",15,28,6,19,30
"TMEM132B",30.01,9,25,9,9
"TMEM132C",10,2,0,3,0
"TMEM132D",3,1,4,3,1
"TMEM132E",4,0,1,1,0
"TMEM133",77,22,89,69,46
"TMEM134",11,3,8,13,15
"TMEM135",206,78,220,260,129
"TMEM136",28.94,8.29,43.55,39.15,25.65
"TMEM138",52.65,20.84,50.81,44.77,19
"TMEM139",21,10,38,21,25
"TMEM140",115.59,32.71,90.04,95.58,89.15
"TMEM141",37,15,28,40,30
"TMEM143",16,5,6,10,14
"TMEM144",142,27,297,195,112
"TMEM145",0,0,1,1,0
"TMEM147",64,10,68,54,29
"TMEM147-AS1",11,8,11,12.13,5
"TMEM14A",128,28,158,123,99
"TMEM14B",155.17,50,158.41,184,119
"TMEM14C",215,55,210,158,131
"TMEM14E",210,52,211,144,99
"TMEM150A",14,5,15,17,13
"TMEM150B",2,1,5,1,3
"TMEM150C",41,11,23,46,20
"TMEM151A",12,8,3,21,21
"TMEM151B",1,1,2,0,0
"TMEM154",220,13,262,125,66
"TMEM155",4,0,2,2,1
"TMEM156",75.01,0.82,132.67,49.06,17.1
"TMEM158",8,0,5,1,0
"TMEM159",114.04,11,66,46,44.03
"TMEM160",4,2,3,2,1
"TMEM161A",16,4,15,11,12
"TMEM161B",207,135,238,433,208
"TMEM161B-AS1",13,4,8,7,11
"TMEM163",46,7,39,27,17
"TMEM164",222,75,171,176,146
"TMEM165",467,58,436,316,206
"TMEM167A",980,208,1055,906,609
"TMEM167B",315,53,379,344,174
"TMEM168",424.19,130.91,394,494.25,210.02
"TMEM169",6,0,4,6,2
"TMEM17",7,0,3.43,6.13,5
"TMEM170A",299.46,58.47,175.59,214.81,104.57
"TMEM170B",94,27.22,76.35,91.77,45
"TMEM171",27,23,26,69,60
"TMEM173",68,3,50,41,14
"TMEM174",0,0,0,0,0
"TMEM175",28,3,30,19,18
"TMEM176A",79,12,61,54,18
"TMEM176B",437,42,347,201,134
"TMEM177",20,6,32,12,19
"TMEM178A",18,12,2,13,9
"TMEM178B",37,4,39,9,3
"TMEM179",0,5,0,0,0
"TMEM179B",79,16,58,66,53
"TMEM18",100,34,141,110,64
"TMEM180",15.07,5,13.98,15,14
"TMEM181",1335.05,314,1350,1109,648
"TMEM182",35,13,36,28,13
"TMEM183A",224,46.52,192.6,145.33,127.95
"TMEM183B",74,28.48,141.4,56.67,60.05
"TMEM184A",71.48,18.39,57.49,57.03,26.43
"TMEM184B",212,41,179,145,145
"TMEM184C",266,92,322,307.19,158.15
"TMEM185A",61,19,53,50,51
"TMEM185B",196.84,31,160,134,124.24
"TMEM186",20,11,26,27,12
"TMEM187",22,9,14,9,13
"TMEM189",110.15,41,111,114,55
"TMEM189-UBE2V1",8.57,0,0,0,0
"TMEM19",312.83,59.97,329,258.21,168.05
"TMEM190",0,0,0,0,0
"TMEM191A",7,3,10.03,1,0
"TMEM191B",0,0,0.97,0,0
"TMEM191C",0,0,0,2,0
"TMEM192",109.04,47.83,124,134.73,65.04
"TMEM196",1,0,2,0,0
"TMEM198",4,2,3,2,2
"TMEM198B",76.86,30.16,44.67,58.83,39.28
"TMEM199",87,16,64,70,45
"TMEM2",1521,390,1418,1234,789
"TMEM200A",38,36,18,74,34
"TMEM200B",13.08,4.48,12.25,6.38,9.59
"TMEM200C",3,1,3,2,3
"TMEM201",12,6,11,13,9
"TMEM202",0,0,0,0,0
"TMEM203",73,19,45,31,27
"TMEM204",16,10,10,13,9
"TMEM205",49,12,27,40,18
"TMEM206",27,4,35,20,13
"TMEM207",0,0,0,0,0
"TMEM208",89,12,97,35,56
"TMEM209",271.21,70.13,267,186.12,172.91
"TMEM210",0,0,0,0,0
"TMEM211",1,3,0,4,1
"TMEM212",1577.45,687.93,1236.08,1525.74,1330.87
"TMEM212-AS1",0,0,0,0,0
"TMEM213",22.92,12.46,14.43,7.85,14.72
"TMEM214",286,65,251,257,247
"TMEM215",2,3,2,2,0
"TMEM216",25,4,31,33,16
"TMEM217",1.03,0,1.05,3,0
"TMEM218",112,30,82,87,77
"TMEM219",141,45,121,97,113
"TMEM220",146,28,144,105,92
"TMEM220-AS1",7,2,0,11,7
"TMEM221",1,2,1,1,3
"TMEM222",30,8,39,32,25
"TMEM223",38,6,40,23,23
"TMEM225",0,0,0,0,0
"TMEM229A",5,1,0,18,2
"TMEM229B",25,5,42,17,24
"TMEM230",500,111,364,371,178
"TMEM231",18,7,21,12,11
"TMEM232",31,6,20,22,24
"TMEM233",1,0,3,1,0
"TMEM234",38,11,35,26,25
"TMEM235",0,0,0,0,0
"TMEM236",31.62,8.71,19.12,7.13,22.8
"TMEM237",61,16,42,45,28
"TMEM238",3,0,4,5,1
"TMEM239",0,0,0,0,0
"TMEM240",0,1,4,1,0
"TMEM241",40.61,7,29.02,25.39,22
"TMEM242",107,35,100,92,63
"TMEM243",101.28,12,104.57,94.41,37.99
"TMEM244",0,0,0,0,0
"TMEM245",713,232,440,755,399
"TMEM246",239,57,265,276,172
"TMEM246-AS1",1,1,0,0,0
"TMEM247",0,1,0,0,0
"TMEM248",1045,259,1125,994,665
"TMEM249",0,0,0,0,0
"TMEM25",33,11,16,27,24
"TMEM251",42,12,38,47,43
"TMEM252",2,0,0,1,1
"TMEM253",11,5,21,11,4
"TMEM254",131,41,125,168,107
"TMEM254-AS1",5.09,1.04,4.99,7.29,5.99
"TMEM255A",33,4,19,15,9
"TMEM255B",3,1,0,2,0
"TMEM256",59,18,34,35,36
"TMEM256-PLSCR3",0,0,0,0,0
"TMEM257",0,0,0,0,0
"TMEM258",134,16,115,91,83
"TMEM259",285,74,296,175,202
"TMEM26",7,1,13,5,3
"TMEM26-AS1",0,0,0,0,0
"TMEM260",196,42,212,185,118
"TMEM261",81,14,96,102,44
"TMEM262",2,0,0,1,0
"TMEM263",599,126,540,511,366
"TMEM265",53,17,34,51,36
"TMEM27",20,3,29,8,1
"TMEM30A",1548,213,1122,1339,721
"TMEM30B",461,151,695,655,481
"TMEM30C",0,0,0,0,0
"TMEM31",0,0,0,0,2
"TMEM33",929.91,166.24,763,877.02,422.89
"TMEM35",6,1,5,1,1
"TMEM37",59,29,69,74,68
"TMEM38A",78.69,20.74,84.45,68.35,58.3
"TMEM38B",53,21,64,85,33
"TMEM39A",445,83,370,357,240
"TMEM39B",14,3,12,16,17
"TMEM40",0,1,0,0,0
"TMEM41A",116.78,35.56,58.1,66.2,29.08
"TMEM41B",584.44,154.73,564.94,553.96,340.73
"TMEM42",13,11,18,22,23
"TMEM43",338,70,256,192,122
"TMEM44",32,14,43,40,27
"TMEM44-AS1",13,12,8,7,9
"TMEM45A",28,6,16,16,12
"TMEM45B",210.13,60.01,290.26,255.98,186.16
"TMEM47",217,14,117,201,68
"TMEM5",78,16,72,68,46
"TMEM5-AS1",0,0,0,1,0
"TMEM50A",618,103,579,466,384
"TMEM50B",317.03,61.34,303,344.83,163.63
"TMEM51",130,39,136,123,108
"TMEM51-AS1",105.97,80,106,121.97,94.25
"TMEM52",3,0,1,8,2
"TMEM52B",2,0,2,2,2.02
"TMEM53",11,1,5,12,12
"TMEM54",225,45,262,168,209
"TMEM55A",51,3,30,27,12
"TMEM55B",42,14,28,26,26
"TMEM56",171.64,66.83,101.4,276.32,135.24
"TMEM56-RWDD3",30.64,11.6,9.42,17.94,12.33
"TMEM57",343,106,323,308,194
"TMEM59",2063.95,337.02,1907.82,1755.37,1023.4
"TMEM59L",3,0,0,0,0
"TMEM60",59,4,43,39,23
"TMEM61",3,0,1,2,0
"TMEM62",101,26,127,94,66
"TMEM63A",473,183,364,408,317
"TMEM63B",307,70,324,255,215
"TMEM63C",3,1,3,3,0
"TMEM64",164,30,165,136,67
"TMEM65",215,40,169,157,102
"TMEM67",74,17,65,56,56
"TMEM68",153,19,172.24,152.22,78
"TMEM69",74,22,84.88,77,45
"TMEM70",81,7,98,78,43
"TMEM71",20,3,18,9,5
"TMEM72",0,2,0,0,0
"TMEM72-AS1",2,0,5,0,3
"TMEM74",2,0,3,2,0
"TMEM74B",5,1,7,10,8
"TMEM75",24,6,6,8,7
"TMEM79",17,5,15,12,6
"TMEM80",62,22,55,87,99
"TMEM81",13,5,11,6,4
"TMEM82",0,0,0,0,0
"TMEM86A",35,7,30.94,31,25.88
"TMEM86B",11,2,9,7,7
"TMEM87A",442,120,414,347,214.01
"TMEM87B",912,131,788,768,417
"TMEM88",4,4,4,6,6
"TMEM88B",0,0,0,0,0
"TMEM89",0,0,0,0,0
"TMEM8A",139,58,162,147,117
"TMEM8B",32,7,34,37,18
"TMEM8C",0,0,0,0,0
"TMEM9",99,36,81,90,67
"TMEM91",6,1,7,4,1
"TMEM92",56,8,43,48,57
"TMEM92-AS1",10,5,7,10,10
"TMEM95",0,0,1,0,0
"TMEM97",235.55,85.71,194.89,244.82,171.87
"TMEM98",224,39,176,202,132
"TMEM99",17,4,9,13,13
"TMEM9B",313,57,307,319,225
"TMEM9B-AS1",11,6,10,11,3
"TMF1",1197,229,1113,949,651
"TMIE",0,0,0,0,0
"TMIGD1",0,0,0,0,1
"TMIGD2",4,0,2.91,2,5.15
"TMIGD3",9,1,0,1,5
"TMLHE",143,51,153,190,93
"TMLHE-AS1",3.5,0.5,6,4,5.5
"TMOD1",87.96,36.63,21.02,42.76,20.57
"TMOD2",217,55.99,171,171,55.18
"TMOD3",1238.15,235.08,1308.88,1043.92,703.54
"TMOD4",4,1,0,1,1
"TMPO",1290.11,233.54,1661.04,1105.75,758.95
"TMPO-AS1",17.13,6.1,12.06,12.05,11.05
"TMPPE",96,25,97,83,64
"TMPRSS11A",1,0,0,2,2
"TMPRSS11B",1,0,0,0,0
"TMPRSS11BNL",0,0,0,0,0
"TMPRSS11D",1,0,1,5,0
"TMPRSS11E",1,0,0,1,0
"TMPRSS11F",0,0,0,0,0
"TMPRSS11GP",0,0,0,0,0
"TMPRSS12",0,0,0,0,0
"TMPRSS13",2,0,3,1,0
"TMPRSS15",0,0,1,2,5
"TMPRSS2",920,616,1035,1140,1109
"TMPRSS3",203.99,16,224,99,158
"TMPRSS4",288,52,472,111,92
"TMPRSS4-AS1",0,0,0,0,0
"TMPRSS5",0,0,2,1,3
"TMPRSS6",5,3,4,5,5
"TMPRSS7",0,2,3,3,2
"TMPRSS9",6,0,1,2,1
"TMSB10",2486,487,2940,1427,2148
"TMSB15A",2,0,0,0,0
"TMSB15B",1,1,0,0,0
"TMSB4X",6645,1425,8626,4702,4759
"TMSB4Y",0,0,1,0,0
"TMTC1",190.86,26.23,146.55,132.61,66.18
"TMTC2",337,140,361,345,211
"TMTC3",358,73,295,346,186
"TMTC4",113,44,163,166,66
"TMUB1",28,7,31,19,18
"TMUB2",62,21,84,53,39
"TMX1",539.08,116.72,605.01,477.46,334.42
"TMX2",278.81,63,220,216,156
"TMX2-CTNND1",9.67,0,0,0,0
"TMX3",559,150,555,493,235
"TMX4",550.44,120.21,487.05,483.83,246.98
"TNC",472,25,162,105,32
"TNF",23,2,30,13,10
"TNFAIP1",145.32,51.53,146.23,143.89,102.97
"TNFAIP2",284,55,274,201,108
"TNFAIP3",390,78,279,231,204
"TNFAIP6",11,1,6,9,2
"TNFAIP8",481,37,520,289,140
"TNFAIP8L1",75.71,24.34,63.92,51.89,70.94
"TNFAIP8L2",27,0,12,20,8
"TNFAIP8L2-SCNM1",0,3.11,44.31,56.29,0
"TNFAIP8L3",29.03,6.31,25.34,14.75,3.04
"TNFRSF10A",53,12,34,23,17
"TNFRSF10B",237.61,64.79,232.26,143.53,97.89
"TNFRSF10C",19,1,16,4,1
"TNFRSF10D",77,23,62,32,24
"TNFRSF11A",193,38,187,123,135
"TNFRSF11B",29,1,33,12,1
"TNFRSF12A",6,1,7,2,1
"TNFRSF13B",40,1,9,14,2
"TNFRSF13C",53,9,61,4,6
"TNFRSF14",161.55,53,132.08,131.46,133.2
"TNFRSF17",215,10,112,75,59
"TNFRSF18",7,0,2,3,2
"TNFRSF19",107,14,70,114,32
"TNFRSF1A",269,28,201,157,148
